82:4,2,4,9,9,6,4,3,1,3,6,5,3,4,9,8,3,3,6,5,7,5,1,3,3,8,3,9,2,2
83:5,3,9,1,5,5,1,2,3,4,8,1,2,9,4,5,7,9,6,1,5,6,8,8,7,4,1,9,3,2
84:5,9,7,8,6,4,9,4,7,9,5,5,6,3,9,3,2,3,4,5,9,2,9,5,8,2,8,8,2,9
85:1,2,9,6,8,4,9,9,8,5,7,6,3,9,9,7,9,7,9,4,3,2,3,4,2,8,7,2,9,5
86:8,3,5,9,7,9,3,3,8,5,6,9,6,7,5,1,3,3,3,3,6,5,8,3,8,1,4,9,7,1
87:8,6,2,6,4,6,3,2,9,2,6,7,2,3,5,7,7,9,6,1,4,5,4,8,1,1,1,9,5,6
88:1,6,1,9,7,5,6,7,4,7,4,6,7,8,4,8,9,3,6,8,4,2,4,2,3,7,3,6,4,5
89:6,5,9,5,7,9,5,4,8,1,3,8,1,4,5,8,7,4,8,4,6,9,7,8,4,2,1,3,7,7
90:2,2,2,2,2,7,3,5,9,2,9,5,7,4,7,4,3,5,1,1,2,7,6,7,5,7,9,5,8,9
91:3,5,5,1,1,9,7,9,3,4,1,5,2,5,1,6,2,3,5,4,5,6,7,6,6,7,4,9,7,5
92:8,3,9,4,7,8,7,8,8,1,4,6,6,9,3,5,7,2,7,6,1,6,2,1,3,9,2,3,2,2
93:3,2,6,9,6,7,8,9,2,7,1,6,6,4,6,5,9,4,8,3,4,1,1,8,3,2,8,1,3,7
94:1,4,9,7,3,8,5,5,1,1,8,1,3,8,1,1,2,8,9,6,9,4,4,5,8,3,7,8,6,1
95:2,4,1,8,1,4,9,8,7,3,3,3,4,4,2,4,1,9,4,9,6,6,5,9,9,6,9,4,1,9
96:9,1,2,8,9,9,1,5,4,3,3,5,9,3,2,6,9,1,4,9,7,1,3,5,8,8,2,9,1,1
97:3,2,3,1,8,7,9,7,5,8,7,1,6,2,3,1,9,4,2,9,5,5,2,4,1,3,9,6,9,3
98:6,7,5,5,1,2,1,4,9,2,1,1,6,7,3,2,8,8,1,5,3,5,9,6,4,9,9,1,1,8
99:8,3,5,9,7,9,3,3,8,5,6,9,6,7,5,1,3,3,3,3,6,5,8,3,8,1,4,9,7,9
100:1,9,8,9,1,4,7,3,4,5,9,6,4,1,1,8,2,7,5,2,5,1,8,9,8,7,7,9,4,2
101:5,8,5,7,3,5,9,3,8,2,8,6,1,3,9,4,5,1,5,7,5,7,1,7,7,9,3,9,6,5
102:5,7,4,2,5,5,9,6,6,4,9,9,4,1,2,7,2,3,5,9,5,3,3,4,5,5,7,2,2,3
103:7,7,5,2,7,1,3,8,8,5,5,3,6,8,6,4,6,6,8,5,7,2,7,2,9,7,4,3,1,8
104:7,6,2,9,8,1,7,6,3,5,1,9,8,5,9,3,9,4,3,9,9,6,6,3,4,6,6,2,4,3
105:8,6,8,6,6,8,1,2,1,2,4,9,3,6,3,1,2,9,8,3,3,7,9,7,2,9,7,2,7,3
106:1,6,9,5,3,4,9,6,2,1,2,6,5,9,7,5,2,6,2,9,7,3,8,3,7,3,3,5,7,9
107:3,2,6,1,1,2,7,5,7,9,5,7,9,4,3,3,4,6,8,1,8,9,3,4,1,9,9,8,1,9
108:7,8,9,4,2,7,2,2,1,6,9,6,7,6,6,3,2,2,1,7,4,9,1,5,5,9,6,5,1,1
109:1,2,1,4,7,5,7,8,7,3,9,6,8,1,6,2,9,8,3,3,7,7,1,8,4,2,9,5,1,9
110:2,4,7,1,6,7,1,1,6,9,8,8,3,9,6,5,6,6,9,3,8,1,7,6,3,8,8,4,7,7
111:9,2,2,4,3,9,8,7,6,9,5,4,3,7,6,8,1,1,5,6,7,5,8,8,4,7,6,2,4,2
112:3,4,7,7,5,1,1,4,3,1,1,6,8,8,3,2,6,6,2,9,3,7,7,9,1,9,4,5,6,1
113:7,7,2,4,3,1,4,1,7,4,6,2,9,9,4,5,1,2,5,4,6,8,7,7,3,7,2,8,5,9
114:3,4,8,9,4,1,3,5,4,4,6,1,2,7,3,9,6,7,7,3,8,2,5,8,1,1,7,3,1,2
115:9,7,3,8,8,3,9,6,3,6,4,9,2,4,5,7,3,7,4,6,2,4,4,7,6,7,7,9,1,8
116:3,2,6,1,1,2,7,5,7,9,5,7,9,4,3,3,4,6,8,1,8,9,3,4,1,9,9,8,1,9
117:6,4,1,2,6,6,5,1,5,9,7,8,8,8,4,5,3,2,2,1,8,3,3,2,2,2,3,1,9,2
118:2,3,3,6,1,6,5,1,4,1,2,2,9,9,6,5,7,6,5,9,8,7,9,8,3,3,8,6,2,6
119:3,2,5,8,9,1,3,6,6,5,3,6,6,7,8,1,7,1,1,6,5,8,7,3,2,1,5,2,7,9
120:2,7,6,7,5,2,2,9,3,8,6,1,9,2,2,9,8,4,4,5,7,4,2,7,7,3,2,7,8,2
121:3,9,9,3,6,8,1,4,7,7,4,2,5,4,5,4,8,8,3,1,6,7,7,4,8,5,3,2,4,3
122:3,2,6,1,1,2,7,5,7,9,5,7,9,4,3,3,4,6,8,1,8,9,3,4,1,9,9,8,1,9
123:9,7,7,4,5,7,4,3,2,7,6,6,9,4,6,1,9,4,6,9,5,5,3,3,9,8,2,3,7,6
124:6,1,8,2,8,6,2,8,4,9,8,4,5,8,6,6,2,5,6,9,1,5,1,6,1,9,4,3,8,4
125:6,7,5,8,7,5,3,4,6,8,8,5,5,9,2,5,7,7,3,2,9,9,8,2,7,7,2,4,5,8
126:9,9,5,8,3,8,3,8,4,3,8,7,3,1,6,3,8,3,1,8,9,6,3,1,2,9,7,5,2,3
127:4,9,1,5,8,8,6,6,7,7,2,2,8,7,2,1,4,3,3,2,5,4,7,7,4,2,7,3,9,4
128:6,5,9,5,7,9,5,4,8,1,3,8,1,4,5,8,7,4,8,4,6,9,7,8,4,2,1,3,7,2
129:3,5,7,6,1,6,7,3,3,8,2,5,7,2,1,1,3,7,8,6,2,2,7,7,8,7,6,6,1,9
130:3,7,3,3,4,1,1,8,9,1,8,4,3,7,9,4,9,9,3,2,5,7,6,2,1,9,3,2,6,1
131:5,2,5,9,2,5,6,9,3,6,2,3,5,3,2,2,5,2,6,5,6,9,9,2,4,8,4,9,9,1
132:1,4,9,7,3,8,5,5,1,1,8,1,3,8,1,1,2,8,9,6,9,4,4,5,8,3,7,8,6,9
133:9,6,4,4,4,8,8,6,2,5,5,5,7,7,5,5,9,2,6,8,1,7,1,4,9,3,8,7,6,9
134:8,5,8,6,9,9,7,9,9,6,3,8,6,3,5,2,7,2,4,8,3,4,2,7,7,9,8,5,4,7
135:4,7,2,8,1,1,2,2,9,2,5,5,6,7,9,9,9,5,8,6,2,8,7,4,7,9,6,7,8,8
136:6,6,6,2,6,6,8,5,4,7,8,5,6,2,4,8,4,4,9,1,3,2,4,2,8,7,7,3,3,6
137:4,8,8,2,6,8,9,2,7,8,1,9,8,6,9,3,1,7,6,5,1,3,8,9,7,8,4,2,6,6
138:2,5,5,2,2,6,6,8,9,6,2,3,5,4,6,1,8,9,4,6,8,9,8,5,2,2,6,6,2,1
139:9,9,4,3,9,5,7,3,4,1,2,4,7,2,2,2,5,4,1,4,6,4,5,2,8,1,2,1,4,8
140:4,2,4,9,2,8,5,6,4,2,8,7,9,8,7,4,7,2,9,8,5,8,7,1,8,7,5,1,8,4
141:9,6,9,1,2,6,8,3,2,2,5,6,7,7,4,3,6,3,7,5,7,5,2,7,4,6,6,5,7,9
142:7,3,3,9,3,4,2,5,2,4,1,6,1,2,2,1,1,2,7,5,9,3,8,3,5,1,4,1,3,6
143:9,8,4,6,7,9,1,6,9,8,3,1,4,9,3,1,2,6,3,8,7,9,9,8,5,4,6,4,5,4
144:9,8,9,6,3,5,7,4,9,8,3,7,7,6,3,9,2,4,2,1,8,9,4,2,2,1,1,7,8,1
145:9,2,5,2,2,6,2,6,6,5,3,2,7,4,9,4,8,3,7,4,2,7,9,3,9,1,2,2,4,9
146:8,4,6,9,1,5,5,5,1,7,5,1,8,6,8,1,3,6,8,5,3,8,7,8,5,8,1,1,2,4
147:6,8,4,7,3,3,3,7,4,8,4,1,7,1,9,1,1,1,2,7,5,4,8,3,1,9,1,3,4,4
148:2,6,5,4,1,1,6,1,3,6,9,9,7,9,6,6,4,6,1,5,4,6,1,7,7,1,2,2,5,5
149:6,6,9,7,2,1,9,5,1,2,9,1,6,3,7,1,7,4,7,5,1,9,2,6,1,9,1,9,6,2
150:5,8,2,9,5,2,7,1,1,5,2,8,5,3,5,7,8,5,2,8,6,9,2,1,8,3,7,6,2,2
151:2,4,5,5,5,1,1,6,5,9,8,6,2,7,9,5,8,7,9,5,2,9,4,8,7,8,8,7,6,8
152:8,9,7,2,5,6,6,2,3,9,4,3,6,2,2,7,2,6,2,3,1,2,1,5,4,2,3,9,7,3
153:9,6,4,6,5,7,6,2,7,9,6,1,5,7,3,2,3,2,2,1,9,5,9,6,3,1,9,9,9,2
154:9,7,7,6,2,1,3,5,9,8,8,2,4,1,2,6,1,9,6,2,7,7,1,9,6,8,2,9,1,9
155:2,2,9,2,7,4,5,5,8,4,2,1,5,6,6,8,6,1,9,7,7,4,7,9,7,8,4,7,1,5
156:1,3,3,2,9,8,8,4,2,8,8,9,9,4,9,6,9,3,9,2,9,5,4,9,8,8,1,1,5,3
157:5,4,9,7,6,9,9,1,4,7,5,2,4,6,5,2,2,9,6,7,4,8,6,8,7,4,9,4,6,2
158:3,3,4,8,5,5,2,8,4,6,9,8,8,1,4,9,8,7,2,5,7,3,6,1,6,7,6,8,6,3
159:6,6,6,6,7,3,6,5,1,8,2,5,4,7,3,6,6,5,3,3,7,9,3,1,8,8,4,7,3,3
160:7,8,2,9,3,1,7,5,8,1,2,4,9,1,1,1,9,5,7,4,2,8,7,6,2,2,8,7,6,2
161:6,4,4,2,3,5,9,7,6,9,6,5,1,5,7,9,9,9,9,5,5,9,2,5,9,9,5,5,6,9
162:8,6,2,6,4,6,3,2,9,2,6,7,2,3,5,7,7,9,6,1,4,5,4,8,1,1,1,9,5,8
163:2,9,6,5,6,4,4,5,5,9,8,5,2,6,1,1,6,2,1,3,8,4,9,9,7,5,7,9,1,3
164:7,3,3,4,3,4,2,5,2,4,1,6,1,2,2,1,1,2,7,5,9,3,8,3,5,1,4,1,3,6
165:7,7,5,6,2,2,4,8,7,3,6,9,9,8,7,7,1,4,6,5,2,4,5,3,5,6,7,9,6,5
166:6,4,1,2,6,6,5,1,5,9,7,8,8,8,4,5,3,2,2,1,8,3,3,2,2,2,3,1,9,6
167:6,8,4,7,3,3,3,7,4,8,4,1,7,1,9,1,1,1,2,7,5,4,8,8,1,9,1,3,4,4
168:7,2,3,7,1,1,4,7,4,8,6,9,2,8,8,7,9,9,2,7,3,4,1,7,8,3,6,9,7,1
169:4,1,2,7,6,7,8,9,5,1,1,9,2,8,2,5,2,8,6,6,2,2,5,5,5,6,9,8,4,9
170:9,1,1,5,3,5,4,5,8,3,5,5,8,8,8,9,4,3,7,9,5,9,2,1,3,4,3,2,5,1
171:2,6,6,3,9,4,6,4,9,4,6,3,4,3,7,4,8,4,1,5,3,3,5,9,3,5,8,2,5,5
172:9,2,7,1,7,8,8,6,4,1,4,2,1,3,9,6,1,8,4,7,8,8,1,7,6,1,6,3,7,5
173:4,5,2,1,2,7,2,8,9,1,1,7,6,6,2,7,6,8,7,9,3,3,6,8,4,3,6,5,2,8
174:3,7,2,4,2,6,1,3,2,5,2,3,4,1,8,9,9,9,7,1,9,7,7,9,9,9,4,7,5,3
175:5,3,4,7,1,8,8,3,6,7,1,4,8,9,1,5,8,3,9,6,5,1,3,8,9,4,7,1,4,6
176:2,6,5,4,1,1,6,1,3,6,9,9,7,9,6,6,4,6,1,1,4,6,1,7,7,1,2,2,5,5
177:2,1,1,8,6,3,7,9,6,7,3,1,6,7,8,4,1,2,9,2,2,7,8,5,6,3,5,7,5,8
178:5,8,2,1,6,4,2,4,6,4,4,9,1,7,7,9,4,5,7,3,3,2,6,5,4,4,1,7,5,3
179:2,2,3,5,3,3,2,3,9,9,3,3,3,6,5,3,5,1,5,2,7,2,4,5,1,1,8,2,8,2
180:6,7,5,5,1,2,1,4,9,2,1,1,6,7,3,2,8,8,1,5,3,5,9,6,4,9,9,1,1,1
181:1,1,6,3,5,5,9,5,3,7,3,8,4,9,7,3,8,4,1,6,2,3,7,6,6,9,6,1,5,2
182:2,1,1,8,6,3,7,9,6,7,3,1,6,7,8,4,1,2,9,2,2,7,8,5,6,3,5,7,5,2
183:4,6,3,4,5,5,9,1,3,4,1,7,1,5,9,2,3,5,1,8,3,5,4,9,8,7,3,9,7,8
184:2,1,4,3,7,2,2,4,5,4,8,5,7,8,2,9,2,7,1,6,3,8,8,2,6,7,2,8,5,2
185:4,3,5,9,8,5,8,6,6,5,6,6,2,9,1,3,4,9,9,2,2,1,9,5,6,4,8,4,5,4
186:5,4,9,7,6,9,9,1,4,7,5,2,4,6,5,2,2,9,6,7,4,8,6,8,7,4,9,4,6,3
187:8,6,5,1,3,4,4,5,1,6,3,2,5,4,2,1,2,9,2,1,2,8,8,7,7,8,2,1,6,3
188:2,4,1,3,1,8,9,9,4,7,3,1,8,2,6,7,9,1,2,6,1,3,2,2,5,5,9,1,1,6
189:1,6,3,4,5,2,9,9,4,4,8,1,5,4,1,3,9,1,7,5,8,5,3,8,1,3,1,2,1,3
190:9,6,5,3,5,1,7,9,8,8,1,3,8,5,3,3,3,5,1,1,4,9,6,2,3,5,3,4,8,6
191:1,5,4,5,4,7,1,8,6,6,5,8,8,1,7,8,9,2,4,3,7,9,4,6,2,6,3,9,7,7
192:2,4,1,3,1,8,9,9,4,7,3,1,8,1,6,7,9,1,2,6,1,3,2,2,5,5,9,1,1,3
193:1,5,1,1,4,9,4,8,1,4,7,2,2,3,5,6,8,2,8,8,6,7,2,4,5,6,3,2,4,2
194:8,4,1,2,2,9,8,5,4,6,3,5,4,4,8,1,7,9,7,8,1,5,4,8,5,8,2,2,8,9
195:8,5,1,7,1,6,5,2,8,9,4,9,5,9,7,1,5,7,5,2,1,5,4,4,7,4,4,6,7,2
196:5,3,9,2,9,9,2,2,2,3,5,2,1,4,9,7,3,2,7,2,1,7,4,6,2,7,3,6,8,5
197:1,9,5,8,1,2,3,7,2,5,1,6,5,8,6,1,6,3,2,7,1,6,3,1,6,7,6,1,6,2
198:1,6,1,9,7,5,6,7,4,7,4,6,7,8,4,8,9,3,6,8,4,2,4,8,3,7,3,6,4,5
199:4,6,4,1,5,5,2,7,3,8,7,6,8,1,8,3,9,7,9,1,8,3,7,1,2,3,2,4,4,8
200:6,1,9,6,4,1,4,1,3,5,5,4,6,5,1,2,8,3,6,9,1,4,4,2,6,4,6,1,4,8
201:3,7,9,1,1,4,4,9,8,8,8,4,7,8,1,2,2,8,6,8,5,5,1,6,5,4,7,2,4,7
202:2,6,6,3,9,4,6,4,9,4,6,3,4,3,4,4,8,4,1,5,3,3,5,9,3,5,8,2,5,8
203:5,1,3,4,8,1,7,4,4,7,1,4,9,4,2,9,7,7,9,6,2,8,6,1,5,9,6,5,4,4
204:8,1,3,4,1,9,2,5,6,2,6,3,9,8,6,3,1,8,8,3,9,2,7,9,4,2,2,5,8,3
205:1,5,7,1,1,8,3,7,1,2,2,8,3,7,7,7,7,3,3,8,5,1,5,7,8,6,7,8,9,5
206:9,6,4,4,4,8,8,6,2,5,5,5,2,7,5,5,9,2,6,8,1,7,1,4,9,3,8,7,6,4
207:9,9,8,5,8,4,7,6,9,3,5,3,8,5,3,8,9,6,2,8,1,4,9,3,6,2,2,7,2,1
208:3,3,3,4,7,9,9,2,2,3,2,2,5,4,7,6,9,3,8,1,1,3,4,2,4,3,2,2,4,6
209:6,9,3,4,4,4,8,2,3,2,6,2,2,8,8,1,1,9,9,6,1,2,2,6,9,2,4,6,2,1
210:1,3,3,7,1,1,9,8,5,5,2,4,4,3,9,2,9,7,8,1,2,8,4,7,5,7,4,9,5,8
211:5,8,8,2,1,3,5,3,3,3,5,1,2,9,5,7,1,4,7,2,7,3,5,7,2,3,6,1,5,6
212:6,1,9,3,3,5,1,3,7,2,9,8,9,2,8,4,3,6,3,9,2,8,4,9,5,5,3,3,4,4
213:4,2,5,6,9,7,2,4,6,1,7,5,6,6,5,7,3,7,2,2,2,9,7,3,5,2,3,1,4,7
214:2,2,7,1,6,7,1,1,6,9,8,8,3,9,6,5,6,6,9,3,8,1,7,6,3,8,8,4,7,3
215:8,4,1,6,9,3,1,9,5,8,4,8,6,1,4,4,7,7,6,8,8,2,4,7,1,7,9,8,3,9
216:9,6,9,1,2,6,8,3,2,2,5,6,7,7,4,3,6,3,7,5,7,5,2,7,4,6,6,5,7,4
217:8,9,1,2,2,2,3,7,8,8,6,1,6,7,6,9,5,9,7,9,2,7,2,4,2,6,7,1,8,8
218:3,7,5,3,1,6,1,3,1,7,1,9,4,1,8,5,7,2,4,3,5,2,7,8,2,8,9,5,5,8
219:1,5,1,1,4,9,4,8,1,8,7,2,2,3,5,6,8,2,8,8,6,7,2,4,5,6,3,2,4,2
220:9,9,3,7,6,3,7,3,5,3,6,2,3,3,1,1,3,2,3,5,9,8,7,3,9,2,5,7,8,7
221:7,3,8,8,1,5,7,3,8,6,7,7,8,2,5,2,8,8,3,7,2,8,4,2,4,7,1,8,2,1
222:9,9,8,5,2,2,5,4,3,2,3,6,4,3,1,1,7,7,7,4,1,2,1,1,2,4,3,7,9,4
223:5,5,2,3,8,3,4,8,1,7,8,3,7,5,8,7,5,2,4,2,6,1,6,5,7,1,4,7,5,8
224:8,4,6,9,1,5,5,5,1,7,5,1,8,6,8,1,3,6,8,5,3,8,7,8,5,8,1,7,2,4
225:9,7,9,9,2,6,5,6,4,6,3,1,3,3,6,2,5,4,4,1,8,6,9,1,9,3,7,9,4,8
